product_id,name,price,category,rating,order_date,customer_id,quantity,city,state,month
P239,Mechanical Keyboard 12,863.61,Electronics,4.5,2025-06-16,CUST99507,2,Delhi,Delhi,2025-06
P240,Facial Cleanser 7,1024.1,Beauty,3.9,2025-12-05,CUST65154,1,Pune,Maharashtra,2025-12
P241,Silk Tie 27,94.77,Clothing,4.6,2025-03-17,CUST86013,1,Hyderabad,Telangana,2025-03
P242,Silk Tie 28,1058.08,Clothing,3.8,2025-11-12,CUST55221,3,Chennai,Tamil Nadu,2025-11
P243,Silk Tie 1,364.78,Clothing,5.0,2025-02-21,CUST77781,4,Mumbai,Maharashtra,2025-02
P244,Wool Scarf 33,1039.27,Clothing,3.7,2025-12-17,CUST84731,5,Kolkata,West Bengal,2025-12
P245,Wireless Earbuds 2,469.56,Electronics,4.7,2025-12-06,CUST15804,3,Kolkata,West Bengal,2025-12
P246,Lip Balm Pack 3,231.46,Beauty,3.6,2025-02-15,CUST61598,1,Bengaluru,Karnataka,2025-02
P247,Hiking Backpack 68,153.05,Sports,3.6,2026-02-14,CUST21016,2,Hyderabad,Telangana,2026-02
P248,Self-Help Journal 66,774.19,Books,4.2,2025-08-13,CUST78453,1,Hyderabad,Telangana,2025-08
P249,Silk Tie 6,947.04,Clothing,4.9,2026-03-01,CUST25294,2,Bengaluru,Karnataka,2026-03
P250,Camping Tent 4-Person 59,838.47,Sports,3.5,2025-01-23,CUST57934,2,Delhi,Delhi,2025-01
P251,Cookbook Recipes 55,893.8,Books,4.2,2025-04-07,CUST57023,3,Hyderabad,Telangana,2025-04
P252,Sci-Fi Epic Novel 11,422.8,Books,3.7,2025-09-24,CUST62533,3,Chennai,Tamil Nadu,2025-09
P253,Hoodie Sweatshirt 80,825.19,Clothing,4.3,2025-04-12,CUST35076,1,Pune,Maharashtra,2025-04
P254,Ergonomic Chair 77,692.53,Home,4.2,2025-06-28,CUST45334,1,Mumbai,Maharashtra,2025-06
P255,Matte Lipstick 13,1032.26,Beauty,3.7,2025-12-23,CUST85735,5,Hyderabad,Telangana,2025-12
P256,Resistance Bands Set 56,590.3,Sports,3.8,2025-03-20,CUST81280,4,Pune,Maharashtra,2025-03
P257,Slow Cooker 52,544.28,Home,3.6,2026-01-01,CUST91867,5,Kolkata,West Bengal,2026-01
P258,Self-Help Journal 86,335.82,Books,4.9,2025-02-25,CUST54957,5,Kolkata,West Bengal,2025-02
P259,Tennis Racket 9,124.03,Sports,3.6,2025-04-05,CUST30189,1,Kolkata,West Bengal,2025-04
P260,Sci-Fi Epic Novel 96,961.99,Books,4.7,2025-11-14,CUST16349,3,Kolkata,West Bengal,2025-11
P261,Facial Cleanser 76,1243.86,Beauty,4.3,2026-03-05,CUST92961,5,Kolkata,West Bengal,2026-03
P262,Adjustable Dumbbells 53,463.55,Sports,4.5,2025-04-03,CUST96977,1,Pune,Maharashtra,2025-04
P263,Mystery Thriller Book 37,782.92,Books,4.0,2025-06-11,CUST77771,1,Mumbai,Maharashtra,2025-06
P264,Hair Oil 28,206.21,Beauty,4.2,2026-05-15,CUST48090,4,Bengaluru,Karnataka,2026-05
P265,Bluetooth Speaker 72,481.61,Electronics,4.6,2026-06-19,CUST14285,2,Pune,Maharashtra,2026-06
P266,Sunscreen SPF 50 55,1099.62,Beauty,5.0,2025-11-10,CUST25882,5,Hyderabad,Telangana,2025-11
P267,Hair Oil 4,794.03,Beauty,4.5,2025-08-30,CUST45051,1,Pune,Maharashtra,2025-08
P268,Camping Tent 4-Person 4,239.45,Sports,4.6,2025-07-07,CUST83927,3,Chennai,Tamil Nadu,2025-07
P269,Standing Desk 45,13.89,Home,4.8,2025-11-27,CUST39208,5,Mumbai,Maharashtra,2025-11
P270,Matte Lipstick 9,189.58,Beauty,4.4,2025-11-16,CUST71112,2,Chennai,Tamil Nadu,2025-11
P271,Laptop Pro 96,692.43,Electronics,4.1,2025-06-09,CUST11713,4,Kolkata,West Bengal,2025-06
P272,Self-Help Journal 21,484.84,Books,4.6,2025-01-13,CUST31161,5,Kolkata,West Bengal,2025-01
P273,Moisturizing Cream 7,207.31,Beauty,4.6,2025-03-23,CUST68837,3,Hyderabad,Telangana,2025-03
P274,Laptop Pro 35,579.38,Electronics,4.1,2026-06-02,CUST79239,4,Delhi,Delhi,2026-06
P275,Clay Face Mask 54,359.47,Beauty,4.6,2025-08-14,CUST79862,1,Chennai,Tamil Nadu,2025-08
P276,Bluetooth Speaker 56,149.48,Electronics,4.5,2025-09-18,CUST37989,4,Delhi,Delhi,2025-09
P277,Clay Face Mask 68,869.26,Beauty,3.6,2025-09-10,CUST45722,4,Kolkata,West Bengal,2025-09
P278,Mystery Thriller Book 1,270.51,Books,4.9,2026-02-27,CUST86572,2,Chennai,Tamil Nadu,2026-02
P279,Hoodie Sweatshirt 38,430.58,Clothing,3.5,2025-02-05,CUST92144,4,Mumbai,Maharashtra,2025-02
P280,Hiking Backpack 23,173.16,Sports,4.3,2025-02-14,CUST70630,1,Kolkata,West Bengal,2025-02
P281,Wool Scarf 72,1084.35,Clothing,4.7,2025-05-29,CUST48469,1,Pune,Maharashtra,2025-05
P282,Gaming Mouse 95,60.73,Electronics,3.5,2025-09-20,CUST16864,4,Hyderabad,Telangana,2025-09
P283,Bluetooth Speaker 74,561.48,Electronics,4.1,2025-12-29,CUST37938,5,Bengaluru,Karnataka,2025-12
P284,Hiking Backpack 38,155.02,Sports,3.5,2025-09-22,CUST19530,3,Delhi,Delhi,2025-09
P285,Memory Foam Pillow 80,601.36,Home,4.5,2025-08-27,CUST59816,4,Delhi,Delhi,2025-08
P286,Air Purifier 56,1098.75,Home,3.9,2026-05-22,CUST91200,3,Bengaluru,Karnataka,2026-05
P287,Matte Lipstick 68,107.76,Beauty,4.8,2025-03-28,CUST64175,4,Hyderabad,Telangana,2025-03
P288,Sleeping Bag 29,436.98,Sports,3.8,2025-11-05,CUST34424,4,Mumbai,Maharashtra,2025-11
P289,Moisturizing Cream 68,665.87,Beauty,4.9,2025-10-20,CUST31359,5,Mumbai,Maharashtra,2025-10
P290,Standing Desk 94,1245.93,Home,4.5,2025-09-13,CUST97390,2,Chennai,Tamil Nadu,2025-09
P291,Cotton T-Shirt 14,195.49,Clothing,3.8,2026-03-13,CUST76912,1,Mumbai,Maharashtra,2026-03
P292,Hyaluronic Serum 98,988.33,Beauty,3.6,2025-05-25,CUST97228,3,Bengaluru,Karnataka,2025-05
P293,Tennis Racket 60,982.24,Sports,4.6,2026-05-31,CUST73296,5,Pune,Maharashtra,2026-05
P294,Self-Help Journal 81,415.07,Books,4.2,2025-06-29,CUST85500,4,Bengaluru,Karnataka,2025-06
P295,Kids Storybook 81,397.84,Books,3.9,2025-10-22,CUST59523,5,Delhi,Delhi,2025-10
P296,Bluetooth Speaker 65,101.99,Electronics,4.2,2025-10-09,CUST38992,3,Hyderabad,Telangana,2025-10
P297,Smartphone X 48,1082.21,Electronics,3.6,2026-04-04,CUST16414,2,Kolkata,West Bengal,2026-04
P298,VR Headset 77,662.14,Electronics,4.2,2025-08-26,CUST28627,5,Kolkata,West Bengal,2025-08
P299,Facial Cleanser 58,1182.3,Beauty,4.4,2025-06-03,CUST99953,5,Mumbai,Maharashtra,2025-06
P300,Slim Fit Jeans 78,621.45,Clothing,3.7,2025-01-12,CUST83961,1,Bengaluru,Karnataka,2025-01
